frame_idx,iso_time,timestamp,t_rel,event_id,selected_event_id,cx,cy,x,y,w,h,area,angle,group,selected,reject_reason,reject_detail,t_str,cluster_size,in_anomaly,iei_prev,iei_prev2,density_1s,density_3s,density_10s,density_60s,recent_cv_5s,burst_score,n_same_group_3s,grp_biwa,grp_kakko,grp_koto,grp_shoko,grp_taiko,cluster,cluster_label,sml
27606,2026-05-04T13:35:41.356050,1777916141.3560498,1889.839671611786,31546,668.0,188,328,186,326,5,5,-0.191847777615231,220.42607874009911,koto,1,,,31:29.840,3,False,-0.4234540275507432,-4.577345609664917,0.1120802060731674,-0.6084837067119415,-0.6495966513607481,0.01143296357762,-0.633222859440811,1.6473569014713485,-0.4277640115732564,False,False,True,False,False,0,baseline,M
27615,2026-05-04T13:35:41.980448,1777916141.9804475,1890.464069366455,31549,,189,329,186,326,6,6,-0.168963393065814,219.85723544211575,koto,0,no_slots_existing,"active_rects=6, max=6",31:30.464,1,False,-0.4299788237257199,-0.0467321872711181,0.1120802060731674,-0.1792000445159513,-0.3857439045005799,0.1263489051783154,-0.633222859440811,0.7629502132697186,0.0876085555974285,False,False,True,False,False,0,baseline,M
27625,2026-05-04T13:35:42.652335,1777916142.6523352,1891.13595700264,31550,,189,329,186,327,6,5,-0.168963393065814,219.85723544211575,koto,0,global_suppression,suppress_until=1777916143.648,31:31.136,1,False,-0.4233482374990093,0.0474898815157303,0.1120802060731674,0.2500836176800389,-0.1218911576404117,0.2412648467790107,-0.5243637974962071,0.3207457636633066,0.6029811227681134,False,False,True,False,False,0,baseline,M
27677,2026-05-04T13:35:46.203513,1777916146.203513,1894.6871347427368,31551,670.0,125,194,121,191,8,6,0.2200711442742755,279.52225500992523,koto,1,,,31:34.687,6,False,-0.0213387841930759,2.8792901039118988,-0.8968756364894584,-1.037767368907932,-0.1218911576404117,0.3561807883797061,-0.5226634676841962,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,0,baseline,L
27682,2026-05-04T13:35:46.539758,1777916146.539758,1895.023379802704,31556,674.0,326,283,323,280,7,6,0.1514179906260244,143.8646233884108,biwa,1,,,31:35.023,1,False,-0.470211000090431,-3.21493268012955,0.1120802060731674,-0.6084837067119415,0.1419615892197565,0.4710967299804015,1.4243385274822022,0.0554227401366074,-0.9431365787439412,True,False,False,False,False,0,baseline,M
27722,2026-05-04T13:35:49.260273,1777916149.2602725,1897.743894338608,31559,676.0,335,275,332,273,7,5,0.0827648369777733,135.0,biwa,1,,,31:37.744,3,False,-0.1373168373059746,2.3842694759366623,-0.8968756364894584,-0.6084837067119415,0.4058143360799247,0.5860126715810968,-0.633222859440811,-1.0058720072004246,-0.4277640115732564,True,False,False,False,False,0,baseline,L
27979,2026-05-04T13:36:06.780049,1777916166.780049,1915.2636709213257,31561,678.0,341,406,339,403,5,6,-0.1003102394175629,161.8427345256207,kakko,1,,,31:55.264,1,False,1.9289713900205216,14.799262046813736,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,0.5860126715810968,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,True,False,False,False,1,after_silence,L
28021,2026-05-04T13:36:09.644580,1777916169.6445796,1918.12820148468,31562,679.0,282,304,280,301,5,6,-0.1231946239669799,178.63607246839706,taiko,1,,,31:58.128,1,False,-0.1172091710503437,-14.655246019363403,-0.8968756364894584,-0.6084837067119415,-0.9134493982209164,0.5860126715810968,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,False,False,True,3,small_burst,L
28111,2026-05-04T13:36:15.773018,1777916175.7730176,1924.2566394805908,31563,680.0,261,267,257,263,8,9,0.7006432198120333,202.01128319791937,shoko,1,,,32:04.257,2,False,0.3385009502814951,3.263907432556607,-0.8968756364894584,-1.037767368907932,-0.6495966513607481,-0.1034829780230753,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,False,True,False,0,baseline,L
28233,2026-05-04T13:36:24.092409,1777916184.092409,1932.5760307312012,31565,682.0,233,357,230,354,6,6,-0.0316570857693117,198.93533592171423,shoko,1,,,32:12.576,2,False,0.6444041029176019,2.1909532546994797,-0.8968756364894584,-1.037767368907932,-0.9134493982209164,-0.333314861224466,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,False,True,False,0,baseline,L
28262,2026-05-04T13:36:26.060386,1777916186.0603857,1934.5440075397491,31567,,235,355,232,353,6,5,-0.1460790085163969,198.434948822922,shoko,0,global_suppression,suppress_until=1777916186.928,32:14.544,1,False,-0.2423869307833336,-6.351414442062378,-0.8968756364894584,-0.6084837067119415,-0.9134493982209164,-0.4482308028251613,-0.633222859440811,-1.0058720072004246,-0.4277640115732564,False,False,False,True,False,3,small_burst,L
28275,2026-05-04T13:36:26.955922,1777916186.9559224,1935.4395442008972,31568,684.0,235,357,233,354,4,6,-0.2376165467140651,198.18365315571305,shoko,1,,,32:15.440,1,False,-0.3921221300165822,-1.0724401473999023,0.1120802060731674,-0.1792000445159513,-0.6495966513607481,-0.5631467444258567,-0.633222859440811,1.6473569014713485,0.0876085555974285,False,False,False,True,False,0,baseline,L
28331,2026-05-04T13:36:30.764100,1777916190.7640996,1939.2477214336395,31569,685.0,233,193,231,191,5,5,-0.191847777615231,299.8759926916894,koto,1,,,32:19.248,5,False,0.0145437499766999,2.9126405715942383,-0.8968756364894584,-1.037767368907932,-0.3857439045005799,-0.4482308028251613,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,0,baseline,L
28370,2026-05-04T13:36:33.420763,1777916193.4207628,1941.904384613037,31574,,236,195,233,192,6,7,0.0598804524283563,299.6044507460049,koto,0,global_suppression,suppress_until=1777916193.537,32:21.904,1,False,-0.146231829542111,-1.1515140533447266,-0.8968756364894584,-0.6084837067119415,-0.1218911576404117,-0.333314861224466,-0.633222859440811,-1.0058720072004246,-0.4277640115732564,False,False,True,False,False,0,baseline,L
28620,2026-05-04T13:36:50.460567,1777916210.4605677,1958.9441895484924,31575,690.0,153,243,150,241,7,5,-0.2376165467140651,259.73485953978627,koto,1,,,32:38.944,7,False,1.8619572537040272,14.38314175605774,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-1.1377264524293331,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,1,after_silence,L
28629,2026-05-04T13:36:51.068542,1777916211.0685422,1959.5521640777588,31582,,155,244,152,242,6,5,0.0141116833295222,259.13147465983127,koto,0,no_slots_existing,"active_rects=6, max=6",32:39.552,9,False,-0.4322718513913735,-16.431830406188965,0.1120802060731674,-0.6084837067119415,-0.9134493982209164,-1.022810510828638,-0.633222859440811,1.647370167615892,-0.4277640115732564,False,False,True,False,False,3,small_burst,M
28637,2026-05-04T13:36:51.612236,1777916211.6122355,1960.095857381821,31591,,153,244,149,242,9,5,0.0598804524283563,259.29864927610083,koto,0,no_slots_existing,"active_rects=6, max=6",32:40.096,8,False,-0.4412468623383715,-0.0642812252042404,0.1120802060731674,-0.1792000445159513,-0.6495966513607481,-0.9078945692279428,-0.633222859440811,1.6473569014713485,0.0876085555974285,False,False,True,False,False,0,baseline,M
28641,2026-05-04T13:36:51.884484,1777916211.8844843,1960.3681061267853,31596,,429,234,427,231,4,7,-0.0087727012198947,95.36773684715617,biwa,0,no_slots_existing,"active_rects=6, max=6",32:40.368,1,False,-0.4791462315813304,-0.2714445590977448,1.121036048635793,0.2500836176800389,-0.3857439045005799,-0.7929786276272474,-0.4647801997810366,1.647370167615892,-0.9431365787439412,True,False,False,False,False,0,baseline,M
28645,2026-05-04T13:36:52.156175,1777916212.156175,1960.639796733856,31600,,154,243,150,239,9,8,0.1743023751754415,259.6551425185248,koto,0,global_suppression,suppress_until=1777916213.104,32:40.640,10,False,-0.4792241593695728,-0.0005581378936767,1.121036048635793,0.6793672798760292,-0.1218911576404117,-0.6780626860265521,0.2918752433354621,1.6473635345270377,0.6029811227681134,False,False,True,False,False,0,baseline,M
28652,2026-05-04T13:36:52.636215,1777916212.6362154,1961.119837284088,31610,,428,236,426,232,4,8,-0.0545414703187288,96.1701750950296,biwa,0,global_suppression,suppress_until=1777916213.377,32:41.120,1,False,-0.4501341254640715,0.2083499431612381,1.121036048635793,1.1086509420720194,0.1419615892197565,-0.5631467444258567,0.4604442909803614,1.1167174874736394,-0.4277640115732564,True,False,False,False,False,0,baseline,M
28653,2026-05-04T13:36:52.716383,1777916212.7163825,1961.200004339218,31611,,156,245,153,242,6,6,-0.0316570857693117,258.60123693124206,koto,0,global_suppression,suppress_until=1777916213.377,32:41.200,9,False,-0.5059648751822242,-0.3998734951019287,2.1299918911984195,1.5379346042680095,0.4058143360799247,-0.4482308028251613,0.3323840491936518,1.6473657455529709,1.1183536899387982,False,False,True,False,False,0,baseline,S
28663,2026-05-04T13:36:53.388147,1777916213.3881466,1961.8717684745789,31622,696.0,154,244,150,242,8,5,0.1056492215271904,259.2157021324374,koto,1,,,32:41.872,6,False,-0.4233654808114013,0.5915970802309403,1.121036048635793,1.967218266464,0.6696670829400929,-0.333314861224466,0.8392814101041135,0.510264212500014,1.633726257109483,False,False,True,False,False,0,baseline,M
28670,2026-05-04T13:36:53.869097,1777916213.869097,1962.3527188301089,31626,700.0,164,221,162,219,5,5,-0.214732162164648,269.50608310138125,koto,1,,,32:42.353,1,False,-0.4500070975102024,-0.1908137798309326,0.1120802060731674,1.967218266464,0.933519829800261,-0.2183989196237706,0.8019652674052578,-0.3425622926334886,1.633726257109483,False,False,True,False,False,0,baseline,M
28870,2026-05-04T13:37:07.500256,1777916227.5002563,1975.9838781356812,31627,701.0,195,75,193,73,5,4,-0.214732162164648,329.6208739886317,koto,1,,,32:55.984,1,False,1.3860386360137869,13.15020895004227,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-0.2183989196237706,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,1,after_silence,L
29060,2026-05-04T13:37:20.444338,1777916240.4443383,1988.9279601573944,31628,702.0,304,377,302,375,5,5,-0.1460790085163969,171.3086924641152,taiko,1,,,33:08.928,6,False,1.2901081971574095,-0.6870772838590256,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-0.333314861224466,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,False,False,True,0,baseline,L
29068,2026-05-04T13:37:20.988537,1777916240.9885366,1989.4721584320068,31634,,304,377,301,375,7,5,-0.0545414703187288,171.3086924641152,taiko,0,no_slots_existing,"active_rects=6, max=6",33:09.472,8,False,-0.4411763578294337,-12.39988374710083,0.1120802060731674,-0.6084837067119415,-0.9134493982209164,-0.2183989196237706,-0.633222859440811,1.647370167615892,-0.4277640115732564,False,False,False,False,True,3,small_burst,M
29076,2026-05-04T13:37:21.531612,1777916241.5316124,1990.0152342319489,31642,,304,377,300,375,8,5,0.1514179906260244,171.3086924641152,taiko,0,no_slots_existing,"active_rects=6, max=6",33:10.015,8,False,-0.4413330789003631,-0.0011224746704101,0.1120802060731674,-0.1792000445159513,-0.6495966513607481,-0.1034829780230753,-0.633222859440811,1.6473569014713485,0.0876085555974285,False,False,False,False,True,0,baseline,M
29084,2026-05-04T13:37:22.075392,1777916242.0753918,1990.5590136051176,31650,,304,377,300,375,8,5,0.1056492215271904,171.3086924641152,taiko,0,global_suppression,suppress_until=1777916242.944,33:10.559,8,False,-0.4412348452809572,0.0007035732267013,0.1120802060731674,0.2500836176800389,-0.3857439045005799,0.01143296357762,-0.6301073239838553,0.7629502132697186,0.6029811227681134,False,False,False,False,True,0,baseline,M
29092,2026-05-04T13:37:22.619503,1777916242.6195023,1991.1031241416931,31658,,304,377,300,375,8,5,0.1743023751754415,171.3086924641152,taiko,0,global_suppression,suppress_until=1777916243.425,33:11.103,7,False,-0.4411886079046148,0.0003311634068268,0.1120802060731674,0.6793672798760292,-0.1218911576404117,0.1263489051783154,-0.6306521352149419,0.3207457636633066,1.1183536899387982,False,False,False,False,True,0,baseline,M
29104,2026-05-04T13:37:23.436352,1777916243.4363525,1991.9199743270872,31670,708.0,304,377,300,375,8,5,0.2200711442742755,171.3086924641152,taiko,1,,,33:11.920,7,False,-0.4031084168994022,0.272739648818515,0.1120802060731674,1.1086509420720194,0.1419615892197565,0.2412648467790107,-0.6307728070776533,0.0554227401366074,1.633726257109483,False,False,False,False,True,0,baseline,L
29108,2026-05-04T13:37:23.708626,1777916243.708626,1992.192247867584,31672,710.0,304,377,301,375,7,5,-0.0545414703187288,171.3086924641152,taiko,1,,,33:12.192,7,False,-0.4791427696035211,-0.5445766448972336,0.1120802060731674,1.1086509420720194,0.4058143360799247,0.3561807883797061,-0.082388318384674,-0.1214594229492926,1.633726257109483,False,False,False,False,True,0,baseline,M
29236,2026-05-04T13:37:32.444592,1777916252.4445925,2000.9282143115995,31679,714.0,236,381,234,378,5,6,-0.1460790085163969,195.28522683455503,shoko,1,,,33:20.928,1,False,0.7025667609749098,8.463692903518677,-0.8968756364894584,-1.037767368907932,-0.3857439045005799,0.01143296357762,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,False,True,False,0,baseline,L
29366,2026-05-04T13:37:41.291859,1777916261.2918591,2009.7754809856417,31680,715.0,473,292,471,289,5,7,0.1743023751754415,110.45838205363572,biwa,1,,,33:29.775,1,False,0.7181066138591564,0.1113002300266998,-0.8968756364894584,-1.037767368907932,-0.9134493982209164,0.01143296357762,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,0,baseline,L
29521,2026-05-04T13:37:51.868509,1777916271.8685093,2020.3521311283112,31681,716.0,369,207,367,205,5,4,-0.214732162164648,81.68972283247581,biwa,1,,,33:40.352,7,False,0.9595649170133256,1.7293834686272476,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-0.2183989196237706,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,0,baseline,L
29570,2026-05-04T13:37:55.196407,1777916275.1964073,2023.680029153824,31688,722.0,390,267,388,264,5,6,-0.168963393065814,113.13569725733583,biwa,1,,,33:43.680,1,False,-0.0525133281795346,-7.248752117156528,-0.8968756364894584,-1.037767368907932,-0.9134493982209164,-0.7929786276272474,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,3,small_burst,L
29575,2026-05-04T13:37:55.531739,1777916275.531739,2024.0153608322144,31689,723.0,179,145,176,143,6,5,-0.2376165467140651,306.5966289094392,koto,1,,,33:44.015,4,False,-0.4703385273680497,-2.992566347122647,0.1120802060731674,-0.6084837067119415,-0.6495966513607481,-0.6780626860265521,-0.633222859440811,1.6473569014713485,-0.9431365787439412,False,False,True,False,False,0,baseline,M
29588,2026-05-04T13:37:56.428079,1777916276.428079,2024.9117007255552,31694,726.0,201,238,198,235,7,6,-0.1003102394175629,257.16439051359856,koto,1,,,33:44.912,2,False,-0.3920099819095705,0.5610082149505615,0.1120802060731674,-0.1792000445159513,-0.3857439045005799,-0.5631467444258567,1.8321057577229063,0.7629502132697186,-0.4277640115732564,False,False,True,False,False,0,baseline,L
29591,2026-05-04T13:37:56.635782,1777916276.6357822,2025.11940407753,31695,727.0,221,175,218,173,6,5,-0.168963393065814,307.33319573818585,koto,1,,,33:45.119,1,False,-0.4881581259069266,-0.6886365413661224,0.1120802060731674,0.2500836176800389,-0.1218911576404117,-0.4482308028251613,1.9457409282423817,0.3207457636633066,0.0876085555974285,False,False,True,False,False,0,baseline,S
29726,2026-05-04T13:38:05.836972,1777916285.8369722,2034.320594072342,31696,728.0,393,406,390,404,6,4,-0.191847777615231,148.7201943042171,biwa,1,,,33:54.321,1,False,0.7675217528552529,8.993486642837297,-0.8968756364894584,-1.037767368907932,-0.6495966513607481,-0.333314861224466,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,0,baseline,L
29766,2026-05-04T13:38:08.556302,1777916288.5563023,2037.0399241447449,31697,729.0,369,336,362,331,15,10,0.7006432198120333,142.50308739104958,biwa,1,,,33:57.040,25,False,-0.1374822133213478,-6.481859922409058,-0.8968756364894584,-0.6084837067119415,-0.9134493982209164,-0.333314861224466,-0.633222859440811,-1.0058720072004246,-0.4277640115732564,True,False,False,False,False,3,small_burst,L
29774,2026-05-04T13:38:09.107617,1777916289.1076171,2037.591238975525,31722,,371,326,368,324,7,4,-0.1460790085163969,139.35422106306964,biwa,0,no_slots_existing,"active_rects=6, max=6",33:57.591,29,False,-0.4401827369190323,-2.168015241622925,0.1120802060731674,-0.6084837067119415,-0.6495966513607481,-0.2183989196237706,-0.633222859440811,1.6473569014713485,-0.4277640115732564,True,False,False,False,False,0,baseline,M
29825,2026-05-04T13:38:12.572490,1777916292.5724895,2041.0561113357544,31751,735.0,320,82,316,80,8,5,0.1056492215271904,16.164499152256894,biwa,1,,,34:01.056,2,False,-0.0333888303244769,2.913557529449463,-0.8968756364894584,-1.037767368907932,-0.3857439045005799,-0.1034829780230753,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,0,baseline,L
29886,2026-05-04T13:38:16.732614,1777916296.7326138,2045.2162356376648,31753,737.0,194,81,192,79,5,5,-0.0316570857693117,328.2547125776448,koto,1,,,34:05.216,1,False,0.0636829626863404,0.6952519416809082,-0.8968756364894584,-1.037767368907932,-0.3857439045005799,0.01143296357762,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,0,baseline,L
30158,2026-05-04T13:38:35.277462,1777916315.2774622,2063.7610840797424,31754,738.0,260,306,258,303,4,6,-0.2376165467140651,193.0918930643469,shoko,1,,,34:23.761,1,False,2.072092980033532,14.384724140167236,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-0.7929786276272474,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,False,True,False,1,after_silence,L
30218,2026-05-04T13:38:39.355723,1777916319.355723,2067.839344739914,31755,739.0,343,119,341,116,4,6,-0.214732162164648,31.954362937051428,biwa,1,,,34:27.839,1,False,0.0522530766125571,-14.466587781906128,-0.8968756364894584,-1.037767368907932,-0.9134493982209164,-0.6780626860265521,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,3,small_burst,L
30231,2026-05-04T13:38:40.252308,1777916320.252308,2068.7359297275543,31756,740.0,343,119,341,117,4,5,-0.214732162164648,31.954362937051428,biwa,1,,,34:28.736,1,False,-0.3919757615907376,-3.181675672531128,0.1120802060731674,-0.6084837067119415,-0.6495966513607481,-0.5631467444258567,-0.633222859440811,1.6473569014713485,-0.4277640115732564,True,False,False,False,False,0,baseline,L
30239,2026-05-04T13:38:40.796166,1777916320.7961662,2069.279788017273,31757,741.0,342,120,340,117,4,6,-0.191847777615231,31.798912824294405,biwa,1,,,34:29.280,3,False,-0.4412238268708834,-0.3527266979217529,0.1120802060731674,-0.1792000445159513,-0.3857439045005799,-0.4482308028251613,-0.633222859440811,0.7629502132697186,0.0876085555974285,True,False,False,False,False,0,baseline,M
30247,2026-05-04T13:38:41.340100,1777916321.3401003,2069.8237221240997,31760,,343,119,341,116,4,6,-0.168963393065814,31.954362937051428,biwa,0,global_suppression,suppress_until=1777916321.856,34:29.824,1,False,-0.4412132412080637,7.581710815429688e-05,0.1120802060731674,0.2500836176800389,-0.1218911576404117,-0.4482308028251613,0.1057650839676963,0.3207457636633066,0.6029811227681134,True,False,False,False,False,0,baseline,M
30429,2026-05-04T13:38:53.740624,1777916333.740624,2082.224245786667,31761,742.0,337,151,335,148,5,6,-0.2376165467140651,39.55966796899452,biwa,1,,,34:42.224,2,False,1.2142160185598732,11.856589555740356,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-0.4482308028251613,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,1,after_silence,L
30435,2026-05-04T13:38:54.140865,1777916334.1408646,2082.6244864463806,31762,743.0,141,149,138,147,6,5,-0.1231946239669799,297.0575529108413,koto,1,,,34:42.624,3,False,-0.4612758684643704,-12.000283002853394,0.1120802060731674,-0.6084837067119415,-0.9134493982209164,-0.333314861224466,-0.633222859440811,1.647370167615892,-0.9431365787439412,False,False,True,False,False,3,small_burst,M
30443,2026-05-04T13:38:54.684985,1777916334.684985,2083.1686067581177,31766,746.0,141,148,138,146,6,4,-0.168963393065814,297.3835066387666,koto,1,,,34:43.169,3,False,-0.4411872430864842,0.1438796520233154,1.121036048635793,-0.1792000445159513,-0.6495966513607481,-0.2183989196237706,-0.633222859440811,1.647370167615892,-0.4277640115732564,False,False,True,False,False,0,baseline,M
30453,2026-05-04T13:38:55.372887,1777916335.3728874,2083.856509208679,31769,,141,147,138,144,6,6,-0.0774258548681458,297.7075506001223,koto,0,global_suppression,suppress_until=1777916336.241,34:43.857,4,False,-0.4211122326019733,0.1437821388244629,0.1120802060731674,0.2500836176800389,-0.3857439045005799,-0.2183989196237706,-0.1734360267883871,0.7629502132697186,0.0876085555974285,False,False,True,False,False,0,baseline,M
30463,2026-05-04T13:38:56.060156,1777916336.060156,2084.5437779426575,31773,,141,147,138,145,6,4,-0.2376165467140651,297.7075506001223,koto,0,global_suppression,suppress_until=1777916336.992,34:44.544,1,False,-0.4212007127647876,-0.0006337165832519,0.1120802060731674,0.6793672798760292,-0.1218911576404117,-0.2183989196237706,0.0181546367763178,0.3207457636633066,0.6029811227681134,False,False,True,False,False,0,baseline,M
30817,2026-05-04T13:39:20.172063,1777916360.1720626,2108.6556844711304,31774,748.0,329,299,327,297,5,5,-0.214732162164648,148.19061071220688,biwa,1,,,35:08.656,2,False,2.8493713705623303,23.42463779449463,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-0.9078945692279428,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,1,after_silence,L
31099,2026-05-04T13:39:39.388414,1777916379.3884144,2127.872036218643,31776,750.0,286,445,283,443,6,5,-0.0316570857693117,178.4724745577871,taiko,1,,,35:27.872,1,False,2.165848963963168,-4.895554780960083,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-1.022810510828638,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,False,False,True,3,small_burst,L
31264,2026-05-04T13:39:50.636234,1777916390.6362343,2139.119856119156,31777,751.0,393,233,391,230,4,6,-0.191847777615231,96.5626985089375,biwa,1,,,35:39.120,1,False,1.053274330684236,-7.968531847000122,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-1.2526423940300289,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,3,small_burst,L
31288,2026-05-04T13:39:52.268344,1777916392.268344,2140.7519657611847,31778,,396,239,394,236,5,6,-0.2376165467140651,99.3020547112988,biwa,0,global_suppression,suppress_until=1777916393.136,35:40.752,1,False,-0.2892810509042403,-9.615710258483888,-0.8968756364894584,-0.6084837067119415,-0.9134493982209164,-1.1377264524293331,-0.633222859440811,-1.0058720072004246,-0.4277640115732564,True,False,False,False,False,3,small_burst,L
31401,2026-05-04T13:39:59.979891,1777916399.979891,2148.4635128974915,31779,752.0,85,162,82,159,6,6,0.0598804524283563,286.56436741271847,koto,1,,,35:48.464,1,False,0.5595362808963262,6.079437494277954,-0.8968756364894584,-1.037767368907932,-0.6495966513607481,-1.597390218832115,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,0,baseline,L
31704,2026-05-04T13:40:20.620140,1777916420.6201396,2169.103761434555,31780,753.0,126,192,124,189,5,6,-0.2376165467140651,280.304846468766,koto,1,,,36:09.104,1,False,2.3646549019802077,12.928701400756836,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-1.597390218832115,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,1,after_silence,L
31910,2026-05-04T13:40:34.669036,1777916434.669036,2183.1526577472687,31781,754.0,472,293,469,291,7,4,-0.168963393065814,110.81722075310996,biwa,1,,,36:23.153,1,False,1.444363507702953,-6.591352224349976,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-1.4824742772314194,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,3,small_burst,L
32030,2026-05-04T13:40:42.844193,1777916442.8441932,2191.327815055847,31782,755.0,449,302,447,300,5,5,-0.1460790085163969,115.88299078390536,biwa,1,,,36:31.328,7,False,0.6242660112033943,-5.873739004135132,-0.8968756364894584,-1.037767368907932,-0.9134493982209164,-1.4824742772314194,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,3,small_burst,L
32038,2026-05-04T13:40:43.388227,1777916443.3882267,2191.8718485832214,31789,,449,302,446,300,7,5,0.1056492215271904,115.88299078390536,biwa,0,no_slots_existing,"active_rects=6, max=6",36:31.872,2,False,-0.4411993600087057,-7.631123781204224,0.1120802060731674,-0.6084837067119415,-0.6495966513607481,-1.3675583356307242,-0.633222859440811,1.6473569014713485,-0.4277640115732564,True,False,False,False,False,3,small_burst,M
32221,2026-05-04T13:40:55.852365,1777916455.8523648,2204.3359866142273,31791,761.0,123,337,121,335,4,5,-0.214732162164648,233.305676205556,koto,1,,,36:44.336,1,False,1.223097922277636,11.920104503631592,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-1.4824742772314194,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,1,after_silence,L
32619,2026-05-04T13:41:22.972932,1777916482.9729316,2231.4565534591675,31792,762.0,349,100,346,97,6,6,-0.1003102394175629,29.898901838614563,biwa,1,,,37:11.457,7,False,3.2694436263461393,14.656428813934326,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-1.597390218832115,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,1,after_silence,L
32629,2026-05-04T13:41:23.660994,1777916483.6609938,2232.144615650177,31799,,348,100,346,97,5,6,-0.1231946239669799,29.538782259558104,biwa,0,no_slots_existing,"active_rects=6, max=6",37:12.145,4,False,-0.4210899294759064,-26.432504653930664,0.1120802060731674,-0.6084837067119415,-0.9134493982209164,-1.4824742772314194,-0.633222859440811,1.647370167615892,-0.4277640115732564,True,False,False,False,False,2,isolated_burst,M
32654,2026-05-04T13:41:25.355890,1777916485.3558905,2233.839512348175,31803,,147,272,144,270,6,5,-0.214732162164648,248.64562263510192,koto,0,global_suppression,suppress_until=1777916485.888,37:13.840,1,False,-0.280514657406555,1.0068345069885254,-0.8968756364894584,-0.1792000445159513,-0.6495966513607481,-1.3675583356307242,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,0,baseline,L
32795,2026-05-04T13:41:34.972523,1777916494.9725237,2243.456145524978,31804,768.0,105,363,100,361,10,5,0.0598804524283563,230.74626920979625,koto,1,,,37:23.456,1,False,0.8255263583116536,7.921736478805087,-0.8968756364894584,-1.037767368907932,-0.9134493982209164,-1.3675583356307242,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,0,baseline,L
32835,2026-05-04T13:41:37.691689,1777916497.6916893,2246.175311088562,31805,769.0,300,112,298,110,4,5,-0.214732162164648,10.491477012331586,biwa,1,,,37:26.175,1,False,-0.1375051822123083,-6.897467613219305,-0.8968756364894584,-0.6084837067119415,-0.9134493982209164,-1.2526423940300289,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,3,small_burst,L
32976,2026-05-04T13:41:47.308997,1777916507.3089974,2255.792619228363,31806,770.0,413,127,411,125,4,5,-0.214732162164648,55.036902453963535,biwa,1,,,37:35.793,5,False,0.8256205973414114,6.898142576217197,-0.8968756364894584,-1.037767368907932,-0.9134493982209164,-1.3675583356307242,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,0,baseline,L
