frame_idx,iso_time,timestamp,t_rel,event_id,selected_event_id,cx,cy,x,y,w,h,area,angle,group,selected,reject_reason,reject_detail,t_str,cluster_size,in_anomaly,iei_prev,iei_prev2,density_1s,density_3s,density_10s,density_60s,recent_cv_5s,burst_score,n_same_group_3s,grp_biwa,grp_kakko,grp_koto,grp_shoko,grp_taiko,cluster,cluster_label,sml
1602,2026-05-04T13:06:01.372005,1777914361.3720045,109.8556263446808,5439,29.0,382,203,380,201,5,5,-0.168963393065814,80.53767779197437,biwa,1,,,01:49.856,2,False,1.0042124465743805,10.27330279350285,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,0.1263489051783154,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,1,after_silence,L
1691,2026-05-04T13:06:07.435290,1777914367.4352896,115.91891145706175,5441,31.0,305,239,299,235,13,9,0.8837182962073695,127.23483398157464,biwa,1,,,01:55.919,1,False,0.32940423750025,-4.833141565322933,-0.8968756364894584,-1.037767368907932,-0.9134493982209164,0.2412648467790107,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,0,baseline,L
1733,2026-05-04T13:06:10.299663,1777914370.2996633,118.7832851409912,5442,32.0,330,207,328,205,5,5,-0.214732162164648,75.42578380196124,biwa,1,,,01:58.783,2,False,-0.1172310747174045,-3.1989114284515097,-0.8968756364894584,-0.6084837067119415,-0.6495966513607481,0.3561807883797061,-0.633222859440811,-1.0058720072004246,-0.4277640115732564,True,False,False,False,False,0,baseline,L
1750,2026-05-04T13:06:11.451603,1777914371.4516027,119.93522453308104,5444,34.0,173,78,171,75,4,6,-0.191847777615231,323.0012031801382,koto,1,,,01:59.935,1,False,-0.3563229163312341,-1.7124342918395996,-0.8968756364894584,-0.6084837067119415,-0.6495966513607481,0.4710967299804015,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,0,baseline,L
1759,2026-05-04T13:06:12.075825,1777914372.0758247,120.55944657325745,5445,,172,80,169,78,6,5,-0.2376165467140651,322.3523793598923,koto,0,global_suppression,suppress_until=1777914372.800,02:00.559,1,False,-0.4300033571643914,-0.5277173519134379,0.1120802060731674,-0.1792000445159513,-0.3857439045005799,0.5860126715810968,0.6534896943514454,0.7629502132697186,-0.4277640115732564,False,False,True,False,False,0,baseline,M
1830,2026-05-04T13:06:16.907790,1777914376.9077902,125.3914120197296,5446,35.0,465,319,462,317,6,5,-0.2376165467140651,118.15280056353288,biwa,1,,,02:05.391,5,False,0.1574861160631935,4.207743406295748,-0.8968756364894584,-1.037767368907932,-0.1218911576404117,0.7009286131817921,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,True,False,False,False,False,0,baseline,L
1838,2026-05-04T13:06:17.451299,1777914377.4512992,125.93492102622986,5451,40.0,461,326,458,324,6,4,-0.168963393065814,120.35474828790116,biwa,1,,,02:05.935,5,False,-0.4412725941539978,-4.288456439971895,0.1120802060731674,-0.6084837067119415,-0.1218911576404117,0.8158445547824875,-0.633222859440811,0.3207457636633066,-0.4277640115732564,True,False,False,False,False,0,baseline,M
1847,2026-05-04T13:06:18.075414,1777914378.0754142,126.55903601646423,5456,,465,320,463,317,4,6,-0.1003102394175629,118.39301942138296,biwa,0,no_slots_existing,"active_rects=6, max=6",02:06.559,6,False,-0.430018303587683,0.0806059837341166,0.1120802060731674,-0.1792000445159513,0.1419615892197565,0.9307604963831828,-0.633222859440811,0.0554227401366074,0.0876085555974285,True,False,False,False,False,0,baseline,M
1855,2026-05-04T13:06:18.619364,1777914378.619364,127.10298585891724,5462,,465,321,462,317,6,9,0.2200711442742755,118.63215439401324,biwa,0,global_suppression,suppress_until=1777914379.551,02:07.103,3,False,-0.4412110441837049,-0.080165147781372,0.1120802060731674,0.2500836176800389,0.4058143360799247,1.045676437983878,-0.4248891954466092,-0.1214594229492926,0.6029811227681134,True,False,False,False,False,0,baseline,M
1863,2026-05-04T13:06:19.164147,1777914379.1641474,127.64776921272278,5465,,464,320,462,318,5,5,-0.214732162164648,118.52311860631204,biwa,0,global_suppression,suppress_until=1777914379.951,02:07.648,1,False,-0.441094668469183,0.000833511352539,0.1120802060731674,0.6793672798760292,0.6696670829400929,1.1605923795845736,-0.4327768060151372,-0.2478038973502052,1.1183536899387982,True,False,False,False,False,0,baseline,M
1875,2026-05-04T13:06:19.979536,1777914379.9795363,128.46315813064575,5466,41.0,464,320,462,318,5,5,-0.1460790085163969,118.52311860631204,biwa,1,,,02:08.463,2,False,-0.4033124405705102,0.2706055641174316,0.1120802060731674,0.6793672798760292,0.933519829800261,1.275508321185269,-0.4478006597535346,-0.3425622926334886,1.1183536899387982,True,False,False,False,False,0,baseline,L
2333,2026-05-04T13:06:51.195334,1777914411.195334,159.67895579338074,5468,43.0,106,367,103,363,7,9,0.4489149897684459,229.80795396303049,koto,1,,,02:39.679,2,False,3.841223975949173,30.40040874481201,-0.8968756364894584,-1.037767368907932,-1.1773021450810846,-0.7929786276272474,-0.633222859440811,-1.0058720072004246,-0.9431365787439412,False,False,True,False,False,1,after_silence,L
2341,2026-05-04T13:06:51.739838,1777914411.7398376,160.223459482193,5470,44.0,108,371,104,367,9,9,0.2887242979225267,228.71987717232423,koto,1,,,02:40.223,4,False,-0.4411337155839239,-30.67129397392273,0.1120802060731674,-0.6084837067119415,-0.9134493982209164,-0.6780626860265521,-0.633222859440811,1.647370167615892,-0.4277640115732564,False,False,True,False,False,2,isolated_burst,M
2350,2026-05-04T13:06:52.347647,1777914412.3476467,160.83126854896545,5474,48.0,107,368,104,367,6,3,-0.2376165467140651,229.4532987443939,koto,1,,,02:40.831,2,False,-0.432294953435389,0.063305377960205,0.1120802060731674,-0.1792000445159513,-0.6495966513607481,-0.5631467444258567,-0.633222859440811,1.6473569014713485,0.0876085555974285,False,False,True,False,False,0,baseline,M
2360,2026-05-04T13:06:53.035056,1777914413.0350564,161.51867818832395,5476,,107,369,104,367,6,4,-0.0774258548681458,229.26261112279005,koto,0,global_suppression,suppress_until=1777914413.695,02:41.519,4,False,-0.4211810394103058,0.0796005725860311,0.1120802060731674,0.2500836176800389,-0.3857439045005799,-0.4482308028251613,-0.4674301542073674,0.7629502132697186,0.6029811227681134,False,False,True,False,False,0,baseline,M
