frame_idx,iso_time,timestamp,t_rel,event_id,selected_event_id,cx,cy,x,y,w,h,area,angle,group,selected,reject_reason,reject_detail,t_str,cluster_size,in_anomaly
523,2026-05-04T13:04:47.836432,1777914287.8364315,36.32005333900452,5336,1.0,338,153,336,151,4,5,9.0,40.881810296011224,biwa,1,,,00:36.320,1,False
1074,2026-05-04T13:05:25.387271,1777914325.3872714,73.87089323997498,5337,2.0,314,122,310,120,8,4,8.0,19.133643205905457,biwa,1,,,01:13.871,8,False
1206,2026-05-04T13:05:34.379814,1777914334.3798144,82.86343622207642,5362,8.0,425,165,422,162,6,7,12.0,69.22774531795415,biwa,1,,,01:22.863,1,False
1224,2026-05-04T13:05:35.612070,1777914335.6120698,84.0956916809082,5363,9.0,190,330,185,326,11,9,22.0,219.28940686250033,koto,1,,,01:24.096,2,False
1268,2026-05-04T13:05:38.619243,1777914338.619243,87.10286474227905,5365,11.0,265,377,262,375,6,4,9.0,185.4575534851046,taiko,1,,,01:27.103,5,False
1288,2026-05-04T13:05:39.979748,1777914339.9797475,88.46336936950684,5370,16.0,447,303,444,301,7,5,10.0,116.42765148959272,biwa,1,,,01:28.463,8,False
1385,2026-05-04T13:05:46.588233,1777914346.588233,95.07185482978821,5381,17.0,262,265,259,262,6,7,18.0,201.80140948635184,shoko,1,,,01:35.072,8,False
1427,2026-05-04T13:05:49.451471,1777914349.4514706,97.93509244918823,5424,23.0,260,267,258,264,5,7,15.0,203.051300916473,shoko,1,,,01:37.935,8,False
1602,2026-05-04T13:06:01.372005,1777914361.3720045,109.85562634468079,5439,29.0,382,203,380,201,5,5,9.5,80.53767779197437,biwa,1,,,01:49.856,2,False
1691,2026-05-04T13:06:07.435290,1777914367.4352896,115.91891145706177,5441,31.0,305,239,299,235,13,9,32.5,127.23483398157464,biwa,1,,,01:55.919,1,False
1733,2026-05-04T13:06:10.299663,1777914370.2996633,118.78328514099121,5442,32.0,330,207,328,205,5,5,8.5,75.42578380196124,biwa,1,,,01:58.783,2,False
1750,2026-05-04T13:06:11.451603,1777914371.4516027,119.93522453308105,5444,34.0,173,78,171,75,4,6,9.0,323.0012031801382,koto,1,,,01:59.935,1,False
1830,2026-05-04T13:06:16.907790,1777914376.9077902,125.39141201972961,5446,35.0,465,319,462,317,6,5,8.0,118.15280056353288,biwa,1,,,02:05.391,5,False
1838,2026-05-04T13:06:17.451299,1777914377.4512992,125.93492102622986,5451,40.0,461,326,458,324,6,4,9.5,120.35474828790116,biwa,1,,,02:05.935,5,False
1875,2026-05-04T13:06:19.979536,1777914379.9795363,128.46315813064575,5466,41.0,464,320,462,318,5,5,10.0,118.52311860631204,biwa,1,,,02:08.463,2,False
2333,2026-05-04T13:06:51.195334,1777914411.195334,159.67895579338074,5468,43.0,106,367,103,363,7,9,23.0,229.80795396303049,koto,1,,,02:39.679,2,False
2341,2026-05-04T13:06:51.739838,1777914411.7398376,160.223459482193,5470,44.0,108,371,104,367,9,9,19.5,228.71987717232423,koto,1,,,02:40.223,4,False
2350,2026-05-04T13:06:52.347647,1777914412.3476467,160.83126854896545,5474,48.0,107,368,104,367,6,3,8.0,229.4532987443939,koto,1,,,02:40.831,2,False
2387,2026-05-04T13:06:54.874994,1777914414.8749938,163.35861563682556,5509,49.0,207,105,203,100,8,10,30.5,327.5933299561031,koto,1,,,02:43.359,8,False
2389,2026-05-04T13:06:55.003993,1777914415.0039928,163.48761463165283,5511,51.0,207,105,204,100,7,10,28.0,327.5933299561031,koto,1,,,02:43.488,8,False
2529,2026-05-04T13:07:04.539426,1777914424.5394258,173.02304768562317,5549,55.0,259,307,257,305,5,5,8.0,193.5704343851615,shoko,1,,,02:53.023,1,False
2696,2026-05-04T13:07:15.931642,1777914435.9316423,184.41526412963867,5550,56.0,419,123,417,120,5,6,8.0,55.091057238888936,biwa,1,,,03:04.415,2,False
2775,2026-05-04T13:07:21.307388,1777914441.3073883,189.79101014137268,5552,58.0,268,147,265,145,6,4,9.5,350.6650015368618,koto,1,,,03:09.791,1,False
3118,2026-05-04T13:07:44.683816,1777914464.6838164,213.1674382686615,5562,59.0,154,294,152,291,4,6,8.0,239.57421619803873,koto,1,,,03:33.167,1,False
3128,2026-05-04T13:07:45.371482,1777914465.3714824,213.85510420799255,5563,60.0,154,294,153,291,3,7,8.0,239.57421619803873,koto,1,,,03:33.855,1,False
3251,2026-05-04T13:07:53.739534,1777914473.739534,222.22315573692322,5565,61.0,412,273,409,272,6,3,8.0,111.87620811163072,biwa,1,,,03:42.223,2,False
3292,2026-05-04T13:07:56.540097,1777914476.5400977,225.02371954917908,5567,63.0,413,275,411,273,5,5,11.0,112.46674992099577,biwa,1,,,03:45.024,1,False
3332,2026-05-04T13:07:59.259704,1777914479.2597036,227.74332547187805,5568,64.0,413,278,411,276,5,5,10.0,113.56154534777102,biwa,1,,,03:47.743,1,False
3507,2026-05-04T13:08:11.196785,1777914491.1967847,239.68040657043457,5570,65.0,282,72,280,70,5,4,8.5,0.7742201649280673,biwa,1,,,03:59.680,3,False
3516,2026-05-04T13:08:11.804003,1777914491.8040037,240.28762555122375,5573,68.0,282,72,279,70,6,5,8.5,0.7742201649280673,biwa,1,,,04:00.288,1,False
3580,2026-05-04T13:08:16.171953,1777914496.171953,244.65557479858398,5574,69.0,342,406,339,404,6,5,12.5,161.56505117707798,kakko,1,,,04:04.656,1,False
3678,2026-05-04T13:08:22.843591,1777914502.843591,251.32721281051636,5575,70.0,465,113,463,109,5,8,16.5,59.955839930074035,biwa,1,,,04:11.327,2,False
3877,2026-05-04T13:08:36.411955,1777914516.4119546,264.8955764770508,5577,72.0,264,284,261,282,6,5,11.0,194.03624346792648,shoko,1,,,04:24.896,1,False
3991,2026-05-04T13:08:44.171801,1777914524.1718006,272.65542244911194,5578,73.0,315,377,311,375,8,4,8.0,167.43255724645928,kakko,1,,,04:32.655,2,False
4127,2026-05-04T13:08:53.435915,1777914533.435915,281.91953682899475,5580,75.0,315,377,311,375,9,4,11.0,167.43255724645928,kakko,1,,,04:41.920,2,False
4168,2026-05-04T13:08:56.236112,1777914536.2361116,284.7197334766388,5582,77.0,195,212,192,210,6,5,8.0,275.37670542805074,koto,1,,,04:44.720,1,False
4284,2026-05-04T13:09:04.139998,1777914544.1399982,292.62362003326416,5583,78.0,170,292,167,290,7,5,11.0,236.79342968491045,koto,1,,,04:52.624,5,False
4334,2026-05-04T13:09:07.547579,1777914547.5475788,296.0312006473541,5588,83.0,284,182,281,179,7,6,15.5,6.009005957494537,biwa,1,,,04:56.031,5,False
4345,2026-05-04T13:09:08.299246,1777914548.299246,296.7828679084778,5593,88.0,284,182,280,179,8,6,18.5,6.009005957494537,biwa,1,,,04:56.783,4,False
4382,2026-05-04T13:09:10.828001,1777914550.8280003,299.31162214279175,5618,89.0,285,180,283,178,5,5,9.0,7.125016348901795,biwa,1,,,04:59.312,3,False
4385,2026-05-04T13:09:11.019552,1777914551.019552,299.503173828125,5619,90.0,285,182,281,180,8,4,9.0,7.495857639729877,biwa,1,,,04:59.503,1,False
4426,2026-05-04T13:09:13.820340,1777914553.8203402,302.3039619922638,5620,91.0,113,337,110,335,6,4,9.0,234.98496020464333,koto,1,,,05:02.304,3,False
4434,2026-05-04T13:09:14.364485,1777914554.3644853,302.8481070995331,5623,94.0,113,337,110,335,6,4,8.0,234.98496020464333,koto,1,,,05:02.848,1,False
4439,2026-05-04T13:09:14.699739,1777914554.6997397,303.18336153030396,5624,95.0,322,82,319,80,6,4,9.5,16.927513064147035,biwa,1,,,05:03.183,1,False
4442,2026-05-04T13:09:14.907753,1777914554.9077532,303.39137506484985,5625,96.0,113,337,110,335,6,4,8.0,234.98496020464333,koto,1,,,05:03.391,2,False
4479,2026-05-04T13:09:17.436508,1777914557.4365082,305.92013001441956,5636,97.0,209,238,206,235,7,6,10.5,255.7740361012482,koto,1,,,05:05.920,7,False
4543,2026-05-04T13:09:21.787695,1777914561.787695,310.2713167667389,5639,100.0,321,107,319,104,4,7,8.0,19.942384581696956,biwa,1,,,05:10.271,3,False
4651,2026-05-04T13:09:29.147559,1777914569.147559,317.63118076324463,5642,103.0,368,270,366,268,5,5,8.0,119.60445074600489,biwa,1,,,05:17.631,5,False
4659,2026-05-04T13:09:29.691893,1777914569.6918926,318.17551445961,5647,108.0,367,271,364,269,7,5,13.5,120.37912601136831,biwa,1,,,05:18.176,1,False
4866,2026-05-04T13:09:43.803978,1777914583.803978,332.2875998020172,5648,109.0,270,378,268,376,5,5,9.0,183.62148470411736,taiko,1,,,05:32.288,2,False
5003,2026-05-04T13:09:53.132287,1777914593.132287,341.6159088611603,5650,111.0,443,328,441,326,4,5,10.0,123.52752674353854,biwa,1,,,05:41.616,6,False
5047,2026-05-04T13:09:56.138785,1777914596.1387851,344.6224069595337,5683,117.0,444,328,441,325,6,6,13.0,123.3663660010596,biwa,1,,,05:44.622,4,False
5196,2026-05-04T13:10:06.283877,1777914606.2838771,354.76749897003174,5687,121.0,283,208,279,202,8,12,32.0,14.036243467926454,biwa,1,,,05:54.767,1,False
5444,2026-05-04T13:10:23.196579,1777914623.1965785,371.68020033836365,5688,122.0,179,183,177,181,4,5,8.5,290.11963314081834,koto,1,,,06:11.680,2,False
5447,2026-05-04T13:10:23.404794,1777914623.4047935,371.8884153366089,5690,124.0,331,287,328,285,7,4,8.0,142.721825800131,biwa,1,,,06:11.888,3,False
5492,2026-05-04T13:10:26.459826,1777914626.459826,374.94344782829285,5693,127.0,172,234,169,230,6,9,12.0,262.61395684873276,koto,1,,,06:14.943,15,False
5648,2026-05-04T13:10:37.100425,1777914637.100425,385.5840468406677,5798,133.0,357,94,355,91,4,6,8.0,31.42956561483851,biwa,1,,,06:25.584,1,False
5668,2026-05-04T13:10:38.459885,1777914638.4598851,386.94350695610046,5799,134.0,355,94,351,92,8,4,9.5,30.762719534238897,biwa,1,,,06:26.944,1,False
5680,2026-05-04T13:10:39.624750,1777914639.62475,388.10837173461914,5804,135.0,356,95,353,92,7,6,15.0,31.29960133462856,biwa,1,,,06:28.108,8,False
5701,2026-05-04T13:10:41.051582,1777914641.051582,389.5352039337158,5824,140.0,357,94,353,92,8,5,10.5,31.42956561483851,biwa,1,,,06:29.535,6,False
5741,2026-05-04T13:10:43.772299,1777914643.7722993,392.255921125412,5830,141.0,262,175,259,172,6,7,9.0,338.1985905136482,koto,1,,,06:32.256,2,False
5750,2026-05-04T13:10:44.380067,1777914644.380067,392.86368894577026,5832,143.0,263,175,260,173,6,5,10.5,339.3045492659367,koto,1,,,06:32.864,2,False
5758,2026-05-04T13:10:44.924663,1777914644.9246628,393.40828466415405,5834,145.0,262,176,259,173,6,6,10.5,337.7509763427876,koto,1,,,06:33.408,1,False
5978,2026-05-04T13:10:59.915811,1777914659.9158106,408.3994324207306,5835,146.0,269,378,267,376,4,5,8.5,183.982520571829,taiko,1,,,06:48.399,2,False
6093,2026-05-04T13:11:07.755696,1777914667.7556963,416.2393181324005,5837,148.0,234,197,229,192,11,10,32.0,296.565051177078,koto,1,,,06:56.239,7,False
6136,2026-05-04T13:11:10.684655,1777914670.6846552,419.1682770252228,5850,154.0,231,197,229,195,5,5,8.5,295.14478563067894,koto,1,,,06:59.168,1,False
6246,2026-05-04T13:11:18.187940,1777914678.18794,426.67156171798706,5851,155.0,325,299,323,297,4,5,8.5,150.3332847930535,kakko,1,,,07:06.672,3,False
6254,2026-05-04T13:11:18.731822,1777914678.7318225,427.21544432640076,5854,158.0,325,300,322,297,6,6,12.0,150.64224645720873,kakko,1,,,07:07.215,3,False
6403,2026-05-04T13:11:28.891909,1777914688.8919091,437.37553095817566,5863,161.0,195,76,192,74,6,4,9.0,329.44759071484026,koto,1,,,07:17.376,2,False
6415,2026-05-04T13:11:29.708451,1777914689.7084508,438.1920726299286,5865,163.0,195,76,192,74,6,4,9.0,329.44759071484026,koto,1,,,07:18.192,1,False
6546,2026-05-04T13:11:38.635819,1777914698.635819,447.1194407939911,5866,164.0,427,347,425,345,5,5,8.5,130.82523010808757,biwa,1,,,07:27.119,2,False
6559,2026-05-04T13:11:39.516242,1777914699.5162425,447.9998643398285,5868,166.0,419,337,416,335,7,4,8.0,130.08821182749398,biwa,1,,,07:28.000,1,False
6605,2026-05-04T13:11:42.651789,1777914702.651789,451.13541078567505,5870,167.0,171,292,168,290,7,5,11.5,236.55322519228508,koto,1,,,07:31.135,3,False
6646,2026-05-04T13:11:45.451782,1777914705.4517822,453.9354040622711,5878,170.0,166,312,163,309,6,6,13.0,231.0958615445958,koto,1,,,07:33.935,8,False
6689,2026-05-04T13:11:48.379789,1777914708.3797886,456.8634104728699,5917,176.0,167,313,163,311,8,5,11.0,230.545317308862,koto,1,,,07:36.863,4,False
6823,2026-05-04T13:11:57.500016,1777914717.5000162,465.983638048172,5920,179.0,77,305,75,302,5,6,10.5,247.2800027185423,koto,1,,,07:45.984,1,False
6834,2026-05-04T13:11:58.252586,1777914718.252586,466.73620772361755,5921,180.0,175,72,173,70,4,5,8.5,324.64584425661195,koto,1,,,07:46.736,2,False
7151,2026-05-04T13:12:19.852400,1777914739.8523996,488.33602142333984,5924,182.0,344,428,342,425,5,6,10.0,162.89727103094765,kakko,1,,,08:08.336,2,False
7284,2026-05-04T13:12:28.924341,1777914748.9243407,497.4079625606537,5925,183.0,297,413,295,411,5,4,8.5,174.96621304379994,taiko,1,,,08:17.408,1,False
7347,2026-05-04T13:12:33.212159,1777914753.2121594,501.6957812309265,5934,184.0,442,328,440,326,5,5,8.5,123.69006752597976,biwa,1,,,08:21.696,1,False
7731,2026-05-04T13:12:59.388586,1777914779.388586,527.8722078800201,5935,185.0,343,119,341,116,5,6,12.0,31.954362937051428,biwa,1,,,08:47.872,8,False
7774,2026-05-04T13:13:02.316221,1777914782.3162212,530.7998430728912,5969,191.0,342,118,340,116,5,5,8.5,31.2930389959202,biwa,1,,,08:50.800,2,False
7954,2026-05-04T13:13:14.587822,1777914794.5878215,543.0714433193207,5970,192.0,370,345,365,341,11,8,33.0,144.24611274556327,biwa,1,,,09:03.071,19,False
7996,2026-05-04T13:13:17.435596,1777914797.4355958,545.9192175865173,6055,198.0,368,346,363,341,10,10,31.0,145.0690626988894,biwa,1,,,09:05.919,16,False
8140,2026-05-04T13:13:27.259985,1777914807.2599847,555.7436065673828,6081,204.0,333,180,330,178,6,5,12.0,52.95752522691714,biwa,1,,,09:15.744,1,False
8297,2026-05-04T13:13:37.948606,1777914817.9486065,566.4322283267975,6082,205.0,130,239,127,237,6,5,13.5,262.7809791751303,koto,1,,,09:26.432,2,False
8352,2026-05-04T13:13:41.707714,1777914821.7077143,570.1913361549377,6084,207.0,171,291,168,289,6,5,8.0,236.9207385399223,koto,1,,,09:30.191,1,False
8565,2026-05-04T13:13:56.220383,1777914836.2203832,584.7040050029755,6085,208.0,258,292,255,290,6,4,8.0,196.99082329198615,shoko,1,,,09:44.704,1,False
8648,2026-05-04T13:14:01.868409,1777914841.8684092,590.3520309925079,6088,209.0,261,218,258,214,7,8,13.0,276.00900595749454,koto,1,,,09:50.352,1,False
8669,2026-05-04T13:14:03.308120,1777914843.3081198,591.7917416095734,6089,210.0,390,246,388,243,5,6,8.0,103.29857033049429,biwa,1,,,09:51.792,3,False
8685,2026-05-04T13:14:04.395231,1777914844.395231,592.8788528442383,6099,211.0,237,379,235,377,4,5,8.5,195.133083148487,shoko,1,,,09:52.879,6,False
8731,2026-05-04T13:14:07.531965,1777914847.5319648,596.0155866146088,6113,215.0,234,196,232,193,5,7,8.0,297.5528115767178,koto,1,,,09:56.016,1,False
8887,2026-05-04T13:14:18.155934,1777914858.1559336,606.6395554542542,6114,216.0,246,141,244,138,4,7,10.0,336.7139350817764,koto,1,,,10:06.640,5,False
8898,2026-05-04T13:14:18.907590,1777914858.9075904,607.3912122249603,6119,221.0,245,141,243,138,5,6,10.5,336.1048385849296,koto,1,,,10:07.391,7,False
8936,2026-05-04T13:14:21.499716,1777914861.4997158,609.9833376407623,6133,222.0,246,141,244,138,4,6,8.0,336.7139350817764,koto,1,,,10:09.983,1,False
8977,2026-05-04T13:14:24.300321,1777914864.3003206,612.7839424610138,6138,223.0,314,123,312,120,4,6,9.5,19.316352819504175,biwa,1,,,10:12.784,3,False
8980,2026-05-04T13:14:24.491805,1777914864.4918046,612.9754264354706,6140,225.0,313,123,311,120,5,6,9.0,18.78862198216848,biwa,1,,,10:12.975,5,False
9022,2026-05-04T13:14:27.356435,1777914867.3564353,615.8400571346283,6149,229.0,91,268,89,265,4,7,8.0,255.7499673021964,koto,1,,,10:15.840,1,False
9081,2026-05-04T13:14:31.387151,1777914871.3871503,619.8707721233368,6151,230.0,107,366,103,363,8,7,23.0,229.83795524115996,koto,1,,,10:19.871,1,False
9211,2026-05-04T13:14:40.235841,1777914880.235841,628.7194628715515,6152,231.0,129,191,125,189,8,4,10.0,280.87145292585484,koto,1,,,10:28.719,1,False
9342,2026-05-04T13:14:49.163199,1777914889.1631992,637.6468210220337,6153,232.0,466,322,463,319,6,6,9.5,118.73979529168804,biwa,1,,,10:37.647,3,False
9352,2026-05-04T13:14:49.851661,1777914889.8516607,638.3352825641632,6156,235.0,465,320,462,317,6,7,10.0,118.39301942138296,biwa,1,,,10:38.335,2,False
9456,2026-05-04T13:14:56.938887,1777914896.9388874,645.4225091934204,6158,237.0,348,161,344,159,8,5,11.0,49.05355423183141,biwa,1,,,10:45.423,6,False
9500,2026-05-04T13:14:59.931637,1777914899.931637,648.4152588844299,6213,243.0,347,165,343,162,8,7,14.0,50.61758059012686,biwa,1,,,10:48.415,7,False
9504,2026-05-04T13:15:00.203832,1777914900.203832,648.6874537467957,6216,246.0,345,164,343,162,5,5,9.5,49.25383643611917,biwa,1,,,10:48.687,4,False
9550,2026-05-04T13:15:03.339922,1777914903.3399224,651.8235442638397,6221,249.0,470,316,466,309,8,14,23.5,116.80578832979984,biwa,1,,,10:51.824,1,False
9589,2026-05-04T13:15:05.996396,1777914905.9963963,654.4800181388855,6222,250.0,135,388,129,384,13,8,28.0,220.7973204962806,koto,1,,,10:54.480,1,False
9591,2026-05-04T13:15:06.140381,1777914906.1403809,654.6240026950836,6224,251.0,473,311,469,308,8,7,15.5,115.24399900253542,biwa,1,,,10:54.624,7,False
9638,2026-05-04T13:15:09.339056,1777914909.3390558,657.8226776123047,6271,256.0,467,310,464,306,6,8,13.0,115.70074075958291,biwa,1,,,10:57.823,2,False
9639,2026-05-04T13:15:09.404070,1777914909.40407,657.8876917362213,6272,257.0,471,311,465,308,12,6,20.0,115.47498817886505,biwa,1,,,10:57.888,8,False
9751,2026-05-04T13:15:17.036527,1777914917.036527,665.5201487541199,6295,262.0,112,337,110,335,5,5,9.0,235.14554443389633,koto,1,,,11:05.520,1,False
9766,2026-05-04T13:15:18.059938,1777914918.0599382,666.5435600280762,6296,263.0,112,337,109,335,6,4,9.0,235.14554443389633,koto,1,,,11:06.544,3,False
9893,2026-05-04T13:15:26.715423,1777914926.7154226,675.1990444660187,6304,266.0,465,113,463,109,5,8,12.0,59.955839930074035,biwa,1,,,11:15.199,1,False
9953,2026-05-04T13:15:30.812025,1777914930.812025,679.295646905899,6305,267.0,368,344,363,341,10,7,29.5,144.637538112931,biwa,1,,,11:19.296,2,False
10041,2026-05-04T13:15:36.796340,1777914936.7963395,685.27996134758,6343,268.0,310,25,305,22,11,6,18.0,8.74616226255523,biwa,1,,,11:25.280,8,False
10451,2026-05-04T13:16:04.747442,1777914964.7474425,713.2310643196106,6344,269.0,126,97,123,94,6,7,8.0,308.6144074874329,koto,1,,,11:53.231,1,False
10489,2026-05-04T13:16:07.324382,1777914967.3243816,715.8080034255981,6350,270.0,129,295,127,293,5,5,8.5,243.5869266614859,koto,1,,,11:55.808,4,False
10498,2026-05-04T13:16:07.947289,1777914967.947289,716.4309108257294,6354,274.0,129,296,126,294,6,4,10.5,243.2833730402537,koto,1,,,11:56.431,8,False
10645,2026-05-04T13:16:17.963535,1777914977.9635348,726.4471566677094,6373,276.0,322,277,320,275,5,4,8.5,143.61564818416412,biwa,1,,,12:06.447,6,False
10704,2026-05-04T13:16:21.980016,1777914981.9800162,730.4636380672455,6386,282.0,270,374,268,372,4,5,8.5,183.7152891054288,taiko,1,,,12:10.464,1,False
10715,2026-05-04T13:16:22.731721,1777914982.7317214,731.2153432369232,6387,283.0,270,376,268,373,4,6,8.5,183.66778805553145,taiko,1,,,12:11.215,1,False
10720,2026-05-04T13:16:23.067202,1777914983.0672016,731.5508234500885,6388,284.0,125,101,122,98,6,6,10.0,307.51496104962666,koto,1,,,12:11.551,1,False
10953,2026-05-04T13:16:38.956226,1777914998.956226,747.439847946167,6389,285.0,214,116,211,114,6,5,12.5,327.6001598260807,koto,1,,,12:27.440,2,False
11074,2026-05-04T13:16:47.196582,1777915007.196582,755.6802039146423,6391,287.0,235,118,231,116,8,5,12.0,336.1940564815423,koto,1,,,12:35.680,1,False
11538,2026-05-04T13:17:18.811539,1777915038.8115387,787.2951605319977,6392,288.0,413,275,410,273,6,5,10.0,112.46674992099577,biwa,1,,,13:07.295,5,False
11617,2026-05-04T13:17:24.204289,1777915044.204289,792.6879107952118,6398,292.0,87,162,85,159,5,6,10.5,286.72647606631244,koto,1,,,13:12.688,2,False
11632,2026-05-04T13:17:25.227712,1777915045.227712,793.7113337516785,6400,294.0,335,338,333,336,5,4,8.5,155.0096938886752,kakko,1,,,13:13.711,1,False
11672,2026-05-04T13:17:27.948431,1777915047.9484303,796.4320521354675,6404,295.0,390,407,387,405,6,4,8.0,149.53445508054017,biwa,1,,,13:16.432,1,False
11680,2026-05-04T13:17:28.492607,1777915048.4926069,796.9762287139893,6405,296.0,282,72,280,70,5,5,8.5,0.7742201649280673,biwa,1,,,13:16.976,1,False
11792,2026-05-04T13:17:36.124115,1777915056.1241157,804.6077375411987,6406,297.0,230,269,227,266,6,6,12.0,225.57872556560775,koto,1,,,13:24.608,1,False
11841,2026-05-04T13:17:39.467734,1777915059.4677336,807.9513554573059,6408,298.0,222,177,216,172,12,10,30.0,306.55247275209155,koto,1,,,13:27.951,5,False
11958,2026-05-04T13:17:47.436250,1777915067.4362502,815.919872045517,6412,302.0,367,344,365,342,5,5,8.5,144.9460049424173,biwa,1,,,13:35.920,19,False
12000,2026-05-04T13:17:50.300363,1777915070.3003633,818.7839851379395,6515,308.0,369,344,365,341,9,7,29.5,144.3314105252938,biwa,1,,,13:38.784,14,False
12179,2026-05-04T13:18:02.492059,1777915082.4920585,830.9756803512573,6538,314.0,265,445,263,443,5,4,8.5,183.81407483429035,taiko,1,,,13:50.976,1,False
12197,2026-05-04T13:18:03.723664,1777915083.7236643,832.2072861194611,6539,315.0,264,445,262,443,5,4,8.5,184.06751956658013,taiko,1,,,13:52.207,1,False
12260,2026-05-04T13:18:08.011780,1777915088.01178,836.4954018592834,6544,316.0,294,217,290,214,8,6,15.0,77.9052429229879,biwa,1,,,13:56.495,7,False
12303,2026-05-04T13:18:10.956608,1777915090.9566076,839.4402294158936,6585,322.0,288,220,284,218,8,5,12.0,90.0,biwa,1,,,13:59.440,8,False
12308,2026-05-04T13:18:11.292295,1777915091.2922952,839.7759170532227,6590,327.0,288,221,284,218,9,6,16.5,97.1250163489018,biwa,1,,,13:59.776,8,False
12468,2026-05-04T13:18:22.188398,1777915102.188398,850.6720197200775,6598,328.0,234,357,232,354,5,7,13.5,198.56032231978512,shoko,1,,,14:10.672,3,False
12477,2026-05-04T13:18:22.812477,1777915102.812477,851.296098947525,6601,331.0,235,358,232,356,6,4,9.0,198.0604719361992,shoko,1,,,14:11.296,1,False
12486,2026-05-04T13:18:23.419439,1777915103.4194386,851.9030604362488,6602,332.0,234,357,232,354,4,6,8.5,198.56032231978512,shoko,1,,,14:11.903,3,False
12525,2026-05-04T13:18:26.075978,1777915106.0759776,854.5595993995667,6620,334.0,267,329,263,325,8,9,28.5,186.80131482398156,taiko,1,,,14:14.560,2,False
12650,2026-05-04T13:18:34.603686,1777915114.6036856,863.0873074531555,6621,335.0,172,78,169,76,6,4,8.0,322.74471054642294,koto,1,,,14:23.087,3,False
12658,2026-05-04T13:18:35.148550,1777915115.14855,863.632171869278,6624,338.0,171,78,168,76,7,5,14.5,322.48995268463244,koto,1,,,14:23.632,3,False
12704,2026-05-04T13:18:38.284451,1777915118.2844515,866.7680733203888,6635,341.0,173,88,171,86,5,4,8.5,320.97156589779644,koto,1,,,14:26.768,1,False
12884,2026-05-04T13:18:50.540447,1777915130.5404472,879.024069070816,6636,342.0,282,253,279,251,7,5,15.5,176.53177074108294,taiko,1,,,14:39.024,3,False
12902,2026-05-04T13:18:51.772066,1777915131.7720664,880.2556881904602,6639,345.0,471,250,468,247,6,6,9.0,98.92640792673932,biwa,1,,,14:40.256,3,False
13041,2026-05-04T13:19:01.243675,1777915141.2436757,889.7272975444794,6642,347.0,155,245,152,242,7,6,15.0,258.69006752597977,koto,1,,,14:49.727,2,False
13151,2026-05-04T13:19:08.731872,1777915148.7318723,897.2154941558838,6645,349.0,338,154,336,152,5,4,8.5,41.30861401354872,biwa,1,,,14:57.215,1,False
13161,2026-05-04T13:19:09.419725,1777915149.4197254,897.9033472537994,6646,350.0,338,153,336,151,5,5,10.0,40.881810296011224,biwa,1,,,14:57.903,1,False
13202,2026-05-04T13:19:12.220353,1777915152.2203531,900.7039749622345,6648,351.0,339,153,337,151,4,5,8.5,41.367049260511806,biwa,1,,,15:00.704,3,False
13212,2026-05-04T13:19:12.892478,1777915152.8924775,901.3760993480682,6651,354.0,334,148,331,146,6,5,11.5,36.86989764584405,biwa,1,,,15:01.376,1,False
13377,2026-05-04T13:19:24.140023,1777915164.1400228,912.6236445903778,6652,355.0,411,276,407,272,8,9,25.5,113.14578335854247,biwa,1,,,15:12.624,3,False
13423,2026-05-04T13:19:27.276403,1777915167.2764034,915.7600252628326,6661,358.0,411,273,408,271,7,4,9.0,112.02727866917132,biwa,1,,,15:15.760,3,False
13544,2026-05-04T13:19:35.515859,1777915175.5158591,923.9994809627533,6663,360.0,206,103,204,101,5,4,8.5,327.68752137386997,koto,1,,,15:23.999,8,False
13586,2026-05-04T13:19:38.379616,1777915178.3796158,926.8632376194,6709,366.0,207,105,203,100,8,10,29.5,327.5933299561031,koto,1,,,15:26.863,8,False
13631,2026-05-04T13:19:41.452031,1777915181.452031,929.9356527328491,6723,372.0,154,243,151,241,7,5,11.0,259.6551425185248,koto,1,,,15:29.936,12,False
13673,2026-05-04T13:19:44.316216,1777915184.3162162,932.7998380661011,6804,378.0,156,243,153,239,6,9,22.0,259.4919778597676,koto,1,,,15:32.800,18,False
13872,2026-05-04T13:19:57.868253,1777915197.8682528,946.35187458992,6838,384.0,235,174,232,172,6,5,8.0,315.6295986084103,koto,1,,,15:46.352,1,False
14098,2026-05-04T13:20:13.275600,1777915213.2756004,961.7592222690582,6839,385.0,417,232,415,228,5,8,8.0,95.00583255295112,biwa,1,,,16:01.759,2,False
14109,2026-05-04T13:20:14.028218,1777915214.0282185,962.5118403434753,6841,387.0,414,227,411,224,7,7,9.0,92.9903449751654,biwa,1,,,16:02.512,2,False
14362,2026-05-04T13:20:31.260325,1777915231.260325,979.7439467906952,6843,389.0,341,407,339,404,5,7,13.0,161.93350770241568,kakko,1,,,16:19.744,2,False
14409,2026-05-04T13:20:34.459681,1777915234.4596806,982.9433023929596,6848,391.0,192,212,189,210,7,5,13.5,275.1944289077348,koto,1,,,16:22.943,3,False
14414,2026-05-04T13:20:34.812289,1777915234.8122897,983.2959115505219,6849,392.0,192,212,190,209,5,6,11.0,275.1944289077348,koto,1,,,16:23.296,2,False
14426,2026-05-04T13:20:35.627470,1777915235.62747,984.1110918521881,6851,394.0,193,212,190,210,6,4,10.0,275.25380275126224,koto,1,,,16:24.111,2,False
