frame_idx,iso_time,timestamp,t_rel,event_id,selected_event_id,cx,cy,x,y,w,h,area,angle,group
211210,2026-05-04T17:04:25.456849,1777928665.4568486,14414.334821939468,72191,4953,176,311,174,309,5,5,9.0,228.81407483429035,koto
211211,2026-05-04T17:04:25.536896,1777928665.5368965,14414.414869785309,72192,4954,176,312,173,309,7,7,21.0,228.50353164478443,koto
211212,2026-05-04T17:04:25.600049,1777928665.6000488,14414.478022098541,72193,4955,175,311,170,306,10,10,34.0,229.08561677997488,koto
211213,2026-05-04T17:04:25.664544,1777928665.664544,14414.54251742363,72194,4956,176,311,172,308,8,7,24.5,228.81407483429035,koto
211214,2026-05-04T17:04:25.728356,1777928665.728356,14414.606329202652,72195,4957,175,312,171,308,9,9,33.5,228.7754658242898,koto
211216,2026-05-04T17:04:25.873546,1777928665.873546,14414.751519203186,72197,4958,175,311,170,308,10,7,27.5,229.08561677997488,koto
211257,2026-05-04T17:04:28.655980,1777928668.6559799,14417.53395318985,72239,4959,173,323,171,320,5,6,9.5,226.0912162252626,koto
211258,2026-05-04T17:04:28.736379,1777928668.7363787,14417.614351987839,72241,4960,173,323,171,320,5,6,9.5,226.0912162252626,koto
211260,2026-05-04T17:04:28.865294,1777928668.8652937,14417.743267059326,72244,4961,176,313,172,308,9,10,40.0,228.1959380135959,koto
211265,2026-05-04T17:04:29.216596,1777928669.2165956,14418.09456896782,72251,4962,169,309,163,304,12,10,27.5,231.27729848959757,koto
211270,2026-05-04T17:04:29.552153,1777928669.5521526,14418.430125951767,72252,4963,165,312,163,309,5,6,8.0,231.3401917459099,koto
211589,2026-05-04T17:04:51.280695,1777928691.280695,14440.158668279648,72253,4964,197,54,195,52,5,4,8.5,333.434948822922,koto
211594,2026-05-04T17:04:51.632139,1777928691.6321394,14440.510112762451,72254,4965,164,51,161,49,6,5,10.5,325.5346647776546,koto
211681,2026-05-04T17:04:57.968086,1777928697.968086,14446.846059322357,74649,4966,331,73,329,71,4,5,10.0,19.133643205905457,biwa
212046,2026-05-04T17:05:22.833110,1777928722.83311,14471.71108341217,74650,4967,304,377,301,375,7,4,9.0,171.3086924641152,taiko
212050,2026-05-04T17:05:23.104688,1777928723.1046877,14471.982661008835,74651,4968,304,377,302,375,5,4,8.5,171.3086924641152,taiko
212057,2026-05-04T17:05:23.583809,1777928723.5838094,14472.461782693863,74652,4969,304,376,301,374,6,5,15.5,171.25383773744477,taiko
212061,2026-05-04T17:05:23.857273,1777928723.8572726,14472.73524594307,74653,4970,304,376,301,374,6,5,12.5,171.25383773744477,taiko
212062,2026-05-04T17:05:23.936821,1777928723.936821,14472.814794301987,74654,4971,305,376,302,374,6,4,9.5,170.89539913459782,taiko
212065,2026-05-04T17:05:24.129201,1777928724.129201,14473.007174253464,74655,4972,306,377,302,374,8,6,14.5,170.59686762578735,taiko
212195,2026-05-04T17:05:32.993123,1777928732.9931233,14481.871096611023,74683,4973,243,32,241,29,5,6,11.0,348.866000789353,koto
212264,2026-05-04T17:05:37.696288,1777928737.6962876,14486.574260950089,74684,4974,149,132,147,129,5,6,12.0,303.8914578372475,koto
212269,2026-05-04T17:05:38.033276,1777928738.0332758,14486.911249160767,74685,4975,151,133,149,129,4,8,8.0,303.9964591482505,koto
212280,2026-05-04T17:05:38.785347,1777928738.7853472,14487.663320541382,74686,4976,150,134,147,129,7,10,14.5,303.486168815513,koto
212317,2026-05-04T17:05:41.312374,1777928741.3123739,14490.190347194672,74691,4977,282,252,278,250,8,4,10.0,176.42366562500263,taiko
212322,2026-05-04T17:05:41.648065,1777928741.6480646,14490.526037931442,74692,4978,283,252,280,250,6,4,9.0,174.64417495714486,taiko
212323,2026-05-04T17:05:41.712592,1777928741.7125921,14490.590565443039,74693,4979,283,251,281,249,5,5,8.5,174.47245984834387,taiko
