frame_idx,iso_time,timestamp,t_rel,event_id,selected_event_id,cx,cy,x,y,w,h,area,angle,group
163459,2026-05-04T16:10:10.847471,1777925410.8474705,11159.725443840027,65617,3997,310,378,307,376,6,5,12.5,169.24903300681194,kakko
163460,2026-05-04T16:10:10.912026,1777925410.9120262,11159.789999485016,65618,3998,309,378,307,376,5,5,9.5,169.59944797517892,kakko
163841,2026-05-04T16:10:36.879115,1777925436.8791153,11185.757088661194,65619,3999,264,446,261,444,7,5,13.5,184.04958170327137,taiko
163843,2026-05-04T16:10:37.023753,1777925437.0237527,11185.901726007462,65620,4000,265,445,261,443,8,5,10.0,183.81407483429035,taiko
164098,2026-05-04T16:10:54.398860,1777925454.3988595,11203.276832818985,65623,4001,383,315,380,313,7,5,12.5,132.6862775021758,biwa
164099,2026-05-04T16:10:54.462823,1777925454.462823,11203.340796232224,65625,4002,369,343,365,340,8,7,24.0,144.11135704478397,biwa
164100,2026-05-04T16:10:54.527816,1777925454.5278156,11203.405788898468,65629,4003,368,344,363,340,10,9,29.0,144.637538112931,biwa
164111,2026-05-04T16:10:55.278506,1777925455.2785058,11204.156479120255,65632,4004,274,229,272,227,5,5,8.5,213.69006752597977,koto
164113,2026-05-04T16:10:55.423304,1777925455.4233036,11204.301276922226,65633,4005,274,229,271,227,7,5,10.0,213.69006752597977,koto
164116,2026-05-04T16:10:55.614789,1777925455.6147888,11204.492762088776,65634,4006,275,229,273,227,5,5,9.5,209.05460409907715,shoko
164166,2026-05-04T16:10:59.024080,1777925459.0240803,11207.90205359459,65656,4007,409,275,406,273,7,4,8.0,113.0912951718181,biwa
164172,2026-05-04T16:10:59.439476,1777925459.4394758,11208.317449092865,65657,4008,410,275,407,273,6,5,10.0,112.93210043758978,biwa
164173,2026-05-04T16:10:59.502881,1777925459.5028808,11208.380854129791,65658,4009,410,275,407,273,6,4,9.0,112.93210043758978,biwa
164174,2026-05-04T16:10:59.582897,1777925459.5828974,11208.460870742798,65659,4010,410,275,407,272,6,6,9.5,112.93210043758978,biwa
164175,2026-05-04T16:10:59.647476,1777925459.6474762,11208.525449514389,65660,4011,409,274,406,271,7,7,11.5,112.71441235316723,biwa
164181,2026-05-04T16:11:00.047630,1777925460.0476303,11208.925603628159,65661,4012,409,274,406,271,7,6,12.5,112.71441235316723,biwa
164344,2026-05-04T16:11:11.167430,1777925471.1674297,11220.045403003693,65695,4013,175,207,172,205,6,4,8.0,277.05784664988107,koto
164530,2026-05-04T16:11:23.839151,1777925483.839151,11232.71712422371,65696,4014,356,177,353,173,6,8,14.0,60.49927537650086,biwa
164531,2026-05-04T16:11:23.902911,1777925483.902911,11232.7808842659,65697,4015,357,177,353,171,8,12,29.5,60.81919394750014,biwa
164532,2026-05-04T16:11:23.968451,1777925483.9684508,11232.846424102783,65698,4016,357,179,354,175,7,8,17.5,61.966148108536174,biwa
164533,2026-05-04T16:11:24.047978,1777925484.0479784,11232.925951719284,65699,4017,355,177,351,173,9,9,25.5,60.17291534552527,biwa
164535,2026-05-04T16:11:24.175587,1777925484.1755874,11233.053560733795,65700,4018,357,178,353,175,8,7,13.5,61.38954033403479,biwa
164536,2026-05-04T16:11:24.240215,1777925484.2402153,11233.118188619614,65701,4019,357,179,355,176,4,6,9.5,61.966148108536174,biwa
165377,2026-05-04T16:12:21.551246,1777925541.551246,11290.42921924591,65721,4020,274,162,272,160,5,4,8.5,354.0938588862295,koto
165379,2026-05-04T16:12:21.695547,1777925541.6955469,11290.573520183563,65722,4021,325,92,323,89,5,6,12.5,19.369762034901328,biwa
165388,2026-05-04T16:12:22.304051,1777925542.3040514,11291.182024717331,65723,4022,275,162,272,160,6,4,10.0,355.072890052351,koto
165389,2026-05-04T16:12:22.367576,1777925542.3675764,11291.245549678802,65724,4023,275,162,272,160,6,4,10.0,355.072890052351,koto
165390,2026-05-04T16:12:22.448872,1777925542.4488719,11291.326845169067,65725,4024,275,161,272,159,6,5,10.5,355.15599962491933,koto
165391,2026-05-04T16:12:22.512168,1777925542.5121677,11291.390141010284,65726,4025,275,161,272,159,6,5,11.0,355.15599962491933,koto
165908,2026-05-04T16:12:57.744137,1777925577.744137,11326.622110366821,65737,4026,276,162,274,160,5,4,9.0,356.0548137709624,koto
165910,2026-05-04T16:12:57.871805,1777925577.8718054,11326.749778747559,65738,4027,276,162,273,160,6,4,9.0,356.0548137709624,koto
165923,2026-05-04T16:12:58.766500,1777925578.7664995,11327.644472837448,65739,4028,275,161,273,159,5,5,10.5,355.15599962491933,koto
165929,2026-05-04T16:12:59.168209,1777925579.168209,11328.046182394028,65740,4029,274,162,272,160,5,4,8.5,354.0938588862295,koto
166388,2026-05-04T16:13:30.448263,1777925610.4482634,11359.326236724854,65741,4030,206,103,204,100,5,6,9.5,327.68752137386997,koto
166390,2026-05-04T16:13:30.592067,1777925610.5920675,11359.470040798187,65742,4031,206,103,204,101,5,4,8.5,327.68752137386997,koto
166391,2026-05-04T16:13:30.655825,1777925610.655825,11359.533798217773,65743,4032,207,103,204,101,6,5,11.5,328.038656583023,koto
