objectID,title,department,objectName,classification,medium,isPublicDomain,best_image_url,primaryImage_exists,primaryImageSmall_exists,additionalImages_count
787754,Shahsevan Saddle Bag,Islamic Art,Saddle bag,Textiles,Wool and cotton; sumak technique,True,https://images.metmuseum.org/CRDImages/is/web-large/H-4.JPG,True,True,1
787767,Shahsevan Saddle Bag,Islamic Art,Saddle bag,Textiles,Wool and cotton; sumak technique,True,https://images.metmuseum.org/CRDImages/is/web-large/H-5.JPG,True,True,1
787768,Shahsevan Small Bag,Islamic Art,Saddle bag,Textiles,Wool and cotton; sumak technique,True,https://images.metmuseum.org/CRDImages/is/web-large/H-7.JPG,True,True,0
787769,Shahsevan Small Bag,Islamic Art,Saddle bag,Textiles,Wool and cotton; sumak technique,True,https://images.metmuseum.org/CRDImages/is/web-large/H-8.JPG,True,True,0
787779,Luri Bag,Islamic Art,Saddle bag,Textiles,Wool and cotton; sumak brocaded,True,https://images.metmuseum.org/CRDImages/is/web-large/H 14.JPG,True,True,0
787782,Shahsevan Double Saddle Bag,Islamic Art,Saddle bag,Textiles,Wool; sumak technique,True,https://images.metmuseum.org/CRDImages/is/web-large/DP-19007-001.jpg,True,True,1
787792,Pitcher,The American Wing,Pitcher,,Silver,True,https://images.metmuseum.org/CRDImages/ad/web-large/DP-15881-004.jpg,True,True,7
787804,Candlestick,The American Wing,Candlestick,,"Iron, silver, gold, and copper",True,https://images.metmuseum.org/CRDImages/ad/web-large/DP-15398-002.jpg,True,True,5
263532,[Performer in Bugaku-style Costume],Photographs,Photographs,Photographs,Albumen silver print with applied color,True,https://images.metmuseum.org/CRDImages/ph/web-large/DP71210.jpg,True,True,0
719052,Terracotta fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB07870_1_ff.jpg,True,True,1
719053,Terracotta fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB06880_1_ff.jpg,True,True,1
448128,Textile Fragment,Islamic Art,Textile fragment,Textiles-Woven,"Linen, wool; plain weave, tapestry weave",True,https://images.metmuseum.org/CRDImages/is/web-large/sf27-170-84a.jpg,True,True,3
719054,Terracotta rim fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB08055_1_ff.jpg,True,True,1
719055,Terracotta fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB06777_1_ff.jpg,True,True,1
1503,Celery vase,The American Wing,Celery vase,,Pressed glass,True,https://images.metmuseum.org/CRDImages/ad/web-large/DT189.jpg,True,True,0
787945,Pastime in Portugal or a Visit to the Nunnerys,Drawings and Prints,Print,Prints,Hand-colored etching,True,https://images.metmuseum.org/CRDImages/dp/web-large/DP883771.jpg,True,True,0
787952,A Templar at His Studies,Drawings and Prints,Print,Prints,Hand-colored etching,True,https://images.metmuseum.org/CRDImages/dp/web-large/DP883769.jpg,True,True,0
719056,Terracotta fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB08049_1_ff.jpg,True,True,1
719057,Terracotta fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB06806_1_ff.jpg,True,True,1
787995,New Invented Elastic Breeches,Drawings and Prints,Print,Prints,Etching,True,https://images.metmuseum.org/CRDImages/dp/web-large/DP880501.jpg,True,True,0
787996,New Invented Elastic Breeches,Drawings and Prints,Print,Prints,Hand-colored etching,True,https://images.metmuseum.org/CRDImages/dp/web-large/DP880502.jpg,True,True,0
719058,Terracotta fragments of a kylix (drinking cup),Greek and Roman Art,Kylix fragments,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB13746_3.jpg,True,True,4
750320,Terracotta fragment of a mastoid (drinking cup with narrow base),Greek and Roman Art,Mastoid fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB12009_1_ff.jpg,True,True,1
788038,New Invented Elastic Breeches,Drawings and Prints,Print,Prints,Hand-colored etching,True,https://images.metmuseum.org/CRDImages/dp/web-large/DP880500.jpg,True,True,0
1606,Side chair,The American Wing,Side chair,,Mahogany,True,https://images.metmuseum.org/CRDImages/ad/web-large/131815.jpg,True,True,3
1619,Turkey-work chair,The American Wing,Side chair,,"Maple, oak",True,https://images.metmuseum.org/CRDImages/ad/web-large/85C_ACF124R7.jpg,True,True,3
1620,Side Chair,The American Wing,Side Chair,,"Maple, oak",True,https://images.metmuseum.org/CRDImages/ad/web-large/DT236420.jpg,True,True,6
1621,Side Chair,The American Wing,Side Chair,,"Red maple, oak",True,https://images.metmuseum.org/CRDImages/ad/web-large/85C_ACF127R7.jpg,True,True,5
448134,Carpet Fragment,Islamic Art,Carpet fragment,Textiles-Rugs,"Cotton (warp), wool (weft and pile); symmetrically knotted pile",True,https://images.metmuseum.org/CRDImages/is/web-large/69079.jpg,True,True,0
719060,Terracotta rim fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB07774_1_ff.jpg,True,True,1
788056,The Musical Charmer,Drawings and Prints,Print,Prints,"Soft-ground etching with stipple and roulette, hand-colored",True,https://images.metmuseum.org/CRDImages/dp/web-large/DP880498.jpg,True,True,0
750321,Terracotta fragment of a mastoid (drinking cup with narrow base),Greek and Roman Art,Mastoid fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB12008_1_ff.jpg,True,True,1
1630,Side Chair,The American Wing,Side Chair,,"Painted and gilded ash, eastern white pine and white oak with reproduction moiré",True,https://images.metmuseum.org/CRDImages/ad/web-large/178568.jpg,True,True,1
448135,Carpet Fragment,Islamic Art,Carpet fragment,Textiles-Rugs,Wool; symmetrically knotted pile,True,https://images.metmuseum.org/CRDImages/is/web-large/69080.jpg,True,True,0
719061,Terracotta rim fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB07775_1_ff.jpg,True,True,1
1652,Side Chair,The American Wing,Side Chair,,"Mahogany, poplar",True,https://images.metmuseum.org/CRDImages/ad/web-large/ADA5398.jpg,True,True,2
750322,Terracotta fragment of a mastoid (drinking cup with narrow base),Greek and Roman Art,Mastoid fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB12330_1_ff.jpg,True,True,1
1658,Chair,The American Wing,Chair,,"Mahogany, ebony inlay",True,https://images.metmuseum.org/CRDImages/ad/web-large/ADA5771.jpg,True,True,2
733597,Terracotta fragment of an oinochoe (jug),Greek and Roman Art,Oinochoe fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB10156_1_ff.jpg,True,True,1
719062,Terracotta rim fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB07776_1_ff.jpg,True,True,1
750323,Terracotta fragment of a mastoid (drinking cup with narrow base),Greek and Roman Art,Mastoid fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB12007_1_ff.jpg,True,True,1
1683,Side Chair,The American Wing,Side Chair,,"Rosewood, ash, prickly juniper veneer",True,https://images.metmuseum.org/CRDImages/ad/web-large/193399.jpg,True,True,2
1684,Side Chair,The American Wing,Side Chair,,"Walnut, mahogany, rosewood, cedar",True,https://images.metmuseum.org/CRDImages/ad/web-large/DT7461.jpg,True,True,5
719063,Terracotta fragment of a kylix (drinking cup),Greek and Roman Art,Kylix fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB06776_1_ff.jpg,True,True,1
1720,Side Chair,The American Wing,Side Chair,,Mahogany,True,https://images.metmuseum.org/CRDImages/ad/web-large/VR Chair 2 Ret.jpg,True,True,6
1721,Side Chair,The American Wing,Side Chair,,"Mahogany, red oak, sweet gum",True,https://images.metmuseum.org/CRDImages/ad/web-large/122148.jpg,True,True,1
788174,"Smith & Wesson .44 Double-Action Frontier Model Revolver decorated by Tiffany & Co. (serial no. 8401), with Case and Cleaning Rod",Arms and Armor,Revolver with case and cleaning rod,Firearms-Pistols-Revolvers,"Steel, silver, ivory, textile (chamois), wood (California laurel)",True,https://images.metmuseum.org/CRDImages/aa/web-large/DP-19201-002.jpg,True,True,13
788195,"Gold-inlaid Colt Model 1851 Navy Revolver (serial no. 20133), with Case and Accessories",Arms and Armor,Revolver with case and accessories,Firearms-Pistols-Revolvers,"Steel, copper alloy, gold, wood (walnut), textile, glass, cork, bone, pewter, paper",True,https://images.metmuseum.org/CRDImages/aa/web-large/DP-18814-001.jpg,True,True,16
1777,Side Chair,The American Wing,Side Chair,,"Mahogany, ash, birch, white pine",True,https://images.metmuseum.org/CRDImages/ad/web-large/DP-16170-015.jpg,True,True,3
1778,Side Chair,The American Wing,Side Chair,,Mahogany,True,https://images.metmuseum.org/CRDImages/ad/web-large/DP-16170-017.jpg,True,True,3
788215,Winchester Model 1894 Takedown Rifle (serial no. 311946) with Box of Sights,Arms and Armor,Rifle with box of sights,Firearms-Guns,"Steel, gold, platinum, silver, wood (walnut), leather, textile",True,https://images.metmuseum.org/CRDImages/aa/web-large/DP-17853-001.jpg,True,True,4
788220,Wheellock Sporting Rifle,Arms and Armor,Wheellock rifle,Firearms-Guns-Wheellock,"Steel, wood, iron, silver, tortoiseshell",True,https://images.metmuseum.org/CRDImages/aa/web-large/DP-18818-001.jpg,True,True,10
739908,Terracotta fragment of a skyphos (deep drinking cup),Greek and Roman Art,Skyphos fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB09281_1_ff.jpg,True,True,1
788265,The Norwich Bull Feast or Glory and Gluttony,Drawings and Prints,Print,Prints,Hand-colored etching,True,https://images.metmuseum.org/CRDImages/dp/web-large/DP883892.jpg,True,True,0
788271,"Pair of Flintlock Pistols of the Prince of Wales, later George IV (1762–1830), with Case and Accessories",Arms and Armor,Pair of flintlock pistols with case and accessories,Firearms-Pistols-Flintlock,"Steel, wood (walnut, rosewood, mahogany), silver, gold, horn, copper alloy, leather, textile",True,https://images.metmuseum.org/CRDImages/aa/web-large/DP-18822-001.jpg,True,True,12
739909,Terracotta fragment of a skyphos (deep drinking cup),Greek and Roman Art,Skyphos fragment,Vases,Terracotta,True,https://images.metmuseum.org/CRDImages/gr/web-large/DVB09162_1_ff.jpg,True,True,1
788275,Smallsword with Scabbard and Case,Arms and Armor,Smallsword with scabbard and case,Swords,"Steel, gold, silver, wood, vellum, leather, copper alloy, silk, felt",True,https://images.metmuseum.org/CRDImages/aa/web-large/DP-17852-005.jpg,True,True,4
